OTU,Domain,Phylum,Class,Order,Family,Genus,Label
BOTU_1644,Bacteria,Armatimonadetes,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,Chthonomonas/Armatimonadetes_gp3,BOTU_1644_Chthonomonas/Armatimonadetes_gp3
BOTU_1645,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1645_Bacteria
BOTU_1646,Bacteria,Acidobacteria,Acidobacteria_Gp17,unidentified,unidentified,Gp17,BOTU_1646_Acidobacteria_Gp17
BOTU_1647,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,unidentified,unidentified,BOTU_1647_Myxococcales
BOTU_1648,Bacteria,Proteobacteria,Betaproteobacteria,unidentified,unidentified,unidentified,BOTU_1648_Betaproteobacteria
BOTU_1649,Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,Tepidisphaera,BOTU_1649_Tepidisphaera
BOTU_165,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Reyranellaceae,Reyranella,BOTU_165_Reyranella
BOTU_1650,Bacteria,Acidobacteria,Blastocatellia,Blastocatellales,Blastocatellaceae,unidentified,BOTU_1650_Blastocatellaceae
BOTU_1651,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1651_Bacteria
BOTU_1652,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,unidentified,unidentified,BOTU_1652_Rhodospirillales
BOTU_1653,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,unidentified,BOTU_1653_Nocardioidaceae
BOTU_1654,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1654_Bacteria
BOTU_1655,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1655_Bacteria
BOTU_1656,Bacteria,candidate_division_WPS-2,unidentified,unidentified,unidentified,unidentified,BOTU_1656_candidate_division_WPS-2
BOTU_1657,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,unidentified,BOTU_1657_Acetobacteraceae
BOTU_1658,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1658_Bacteria
BOTU_1659,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae_1,Paenibacillus,BOTU_1659_Paenibacillus
BOTU_166,Bacteria,Acidobacteria,Acidobacteria_Gp3,unidentified,unidentified,unidentified,BOTU_166_Acidobacteria_Gp3
BOTU_1660,Archaea,Thaumarchaeota,unidentified,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaera,BOTU_1660_Thaumarchaeota
BOTU_1661,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1661_Bacteria
BOTU_1662,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1662_Bacteria
BOTU_1663,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1663_Bacteria
BOTU_1664,Bacteria,Acidobacteria,Acidobacteria_Gp3,unidentified,unidentified,Gp3,BOTU_1664_Acidobacteria_Gp3
BOTU_1665,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1665_Bacteria
BOTU_1666,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1666_Bacteria
BOTU_1667,Bacteria,Armatimonadetes,Chthonomonadetes,unidentified,unidentified,unidentified,BOTU_1667_Chthonomonadetes
BOTU_1668,Bacteria,Bacteroidetes,unidentified,unidentified,unidentified,unidentified,BOTU_1668_Bacteroidetes
BOTU_1669,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,unidentified,unidentified,unidentified,BOTU_1669_Chloroplast
BOTU_167,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,unidentified,BOTU_167_Xanthomonadaceae
BOTU_1670,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1670_Bacteria
BOTU_1671,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,unidentified,BOTU_1671_Gaiellaceae
BOTU_1672,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,BOTU_1672_Pseudomonas
BOTU_1673,Bacteria,Verrucomicrobia,Spartobacteria,unidentified,unidentified,Spartobacteria_genera_incertae_sedis,BOTU_1673_Spartobacteria
BOTU_1674,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1674_Bacteria
BOTU_1675,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Gemmataceae,Gemmata,BOTU_1675_Gemmata
BOTU_1676,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Gemmataceae,Gemmata,BOTU_1676_Gemmata
BOTU_1677,Bacteria,Armatimonadetes,unidentified,unidentified,unidentified,Armatimonadetes_gp5,BOTU_1677_Armatimonadetes
BOTU_1678,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Gemmataceae,Gemmata,BOTU_1678_Gemmata
BOTU_1679,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1679_Bacteria
BOTU_168,Bacteria,candidate_division_WPS-1,unidentified,unidentified,unidentified,unidentified,BOTU_168_candidate_division_WPS-1
BOTU_1680,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1680_Bacteria
BOTU_1681,Bacteria,Armatimonadetes,unidentified,unidentified,unidentified,Armatimonadetes_gp5,BOTU_1681_Armatimonadetes
BOTU_1682,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1682_Bacteria
BOTU_1683,Bacteria,Chloroflexi,unidentified,unidentified,unidentified,unidentified,BOTU_1683_Chloroflexi
BOTU_1684,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Fulvivirgaceae,unidentified,BOTU_1684_Fulvivirgaceae
BOTU_1685,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,unidentified,unidentified,BOTU_1685_Rhodospirillales
BOTU_1686,Bacteria,Actinobacteria,Acidimicrobiia,unidentified,unidentified,unidentified,BOTU_1686_Acidimicrobiia
BOTU_1687,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1687_Bacteria
BOTU_1688,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,unidentified,unidentified,BOTU_1688_Rhodospirillales
BOTU_1689,Bacteria,candidate_division_WPS-1,unidentified,unidentified,unidentified,WPS-1_genera_incertae_sedis,BOTU_1689_candidate_division_WPS-1
BOTU_169,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_169_Bacteria
BOTU_1690,Bacteria,Actinobacteria,unidentified,unidentified,unidentified,unidentified,BOTU_1690_Actinobacteria
BOTU_1691,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,unidentified,BOTU_1691_Polyangiaceae
BOTU_1692,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,BOTU_1692_Acinetobacter
BOTU_1693,Bacteria,Gemmatimonadetes,unidentified,unidentified,unidentified,unidentified,BOTU_1693_Gemmatimonadetes
BOTU_1694,Bacteria,Proteobacteria,Gammaproteobacteria,unidentified,unidentified,unidentified,BOTU_1694_Gammaproteobacteria
BOTU_1695,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1695_Bacteria
BOTU_1696,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Gemmataceae,unidentified,BOTU_1696_Gemmataceae
BOTU_1697,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1697_Bacteria
BOTU_1698,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Isosphaeraceae,unidentified,BOTU_1698_Isosphaeraceae
BOTU_1699,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1699_Bacteria
BOTU_17,Archaea,Thaumarchaeota,unidentified,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaera,BOTU_17_Thaumarchaeota
BOTU_170,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,BOTU_170_Nocardioides
BOTU_1700,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1700_Bacteria
BOTU_1701,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1701_Bacteria
BOTU_1702,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,unidentified,unidentified,BOTU_1702_Planctomycetales
BOTU_1703,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,unidentified,unidentified,BOTU_1703_Rhodospirillales
BOTU_1704,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1704_Bacteria
BOTU_1705,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1705_Bacteria
BOTU_1706,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Thermoguttaceae,unidentified,BOTU_1706_Thermoguttaceae
BOTU_1707,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1707_Bacteria
BOTU_1708,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Labrys,BOTU_1708_Labrys
BOTU_1709,Bacteria,Bacteroidetes,unidentified,unidentified,unidentified,unidentified,BOTU_1709_Bacteroidetes
BOTU_171,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,unidentified,unidentified,BOTU_171_Gaiellales
BOTU_1710,Bacteria,Proteobacteria,Alphaproteobacteria,unidentified,unidentified,unidentified,BOTU_1710_Alphaproteobacteria
BOTU_1711,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1711_Bacteria
BOTU_1712,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,unidentified,BOTU_1712_Chitinophagaceae
BOTU_1713,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,unidentified,unidentified,BOTU_1713_Anaerolineales
BOTU_1714,Bacteria,Proteobacteria,Betaproteobacteria,unidentified,unidentified,unidentified,BOTU_1714_Betaproteobacteria
BOTU_1715,Bacteria,Actinobacteria,Acidimicrobiia,unidentified,unidentified,unidentified,BOTU_1715_Acidimicrobiia
BOTU_1716,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,unidentified,unidentified,BOTU_1716_Pirellulales
BOTU_1717,Bacteria,Proteobacteria,Deltaproteobacteria,unidentified,unidentified,unidentified,BOTU_1717_Deltaproteobacteria
BOTU_1718,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Dictyobacteraceae,unidentified,BOTU_1718_Dictyobacteraceae
BOTU_1719,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1719_Bacteria
BOTU_172,Bacteria,Proteobacteria,Betaproteobacteria,unidentified,unidentified,unidentified,BOTU_172_Betaproteobacteria
BOTU_1720,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Geminicoccaceae,Geminicoccus,BOTU_1720_Geminicoccus
BOTU_1721,Bacteria,candidate_division_WPS-1,unidentified,unidentified,unidentified,unidentified,BOTU_1721_candidate_division_WPS-1
BOTU_1722,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,unidentified,BOTU_1722_Polyangiaceae
BOTU_1723,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,unidentified,unidentified,BOTU_1723_Cytophagales
BOTU_1724,Bacteria,Acidobacteria,Acidobacteria_Gp6,unidentified,unidentified,Gp6,BOTU_1724_Acidobacteria_Gp6
BOTU_1725,Bacteria,Armatimonadetes,unidentified,unidentified,unidentified,unidentified,BOTU_1725_Armatimonadetes
BOTU_1726,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Isosphaeraceae,Paludisphaera,BOTU_1726_Paludisphaera
BOTU_1727,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,unidentified,BOTU_1727_Acetobacteraceae
BOTU_1728,Bacteria,Acidobacteria,Acidobacteria_Gp7,unidentified,unidentified,Gp7,BOTU_1728_Acidobacteria_Gp7
BOTU_1729,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Isosphaeraceae,unidentified,BOTU_1729_Isosphaeraceae
BOTU_173,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,BOTU_173_Nocardioides
BOTU_1730,Bacteria,candidate_division_WPS-1,unidentified,unidentified,unidentified,unidentified,BOTU_1730_candidate_division_WPS-1
BOTU_1731,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,unidentified,unidentified,BOTU_1731_Solirubrobacterales
BOTU_1732,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,BOTU_1732_Nocardioides
BOTU_1733,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Labilitrichaceae,Labilithrix,BOTU_1733_Labilithrix
BOTU_1734,Bacteria,Verrucomicrobia,Subdivision3,unidentified,unidentified,Subdivision3_genera_incertae_sedis,BOTU_1734_Subdivision3
BOTU_1735,Bacteria,Proteobacteria,Betaproteobacteria,unidentified,unidentified,unidentified,BOTU_1735_Betaproteobacteria
BOTU_1736,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1736_Bacteria
BOTU_1737,Bacteria,Firmicutes,unidentified,unidentified,unidentified,unidentified,BOTU_1737_Firmicutes
BOTU_1738,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,unidentified,BOTU_1738_Planctomycetaceae
BOTU_1739,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1739_Bacteria
BOTU_174,Bacteria,Acidobacteria,Acidobacteria_Gp4,unidentified,unidentified,Gp4,BOTU_174_Acidobacteria_Gp4
BOTU_1740,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,unidentified,BOTU_1740_Chitinophagaceae
BOTU_1741,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1741_Bacteria
BOTU_1742,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Isosphaeraceae,unidentified,BOTU_1742_Isosphaeraceae
BOTU_1743,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1743_Bacteria
BOTU_1744,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospirillum,BOTU_1744_Magnetospirillum
BOTU_1745,Bacteria,Proteobacteria,Gammaproteobacteria,unidentified,unidentified,unidentified,BOTU_1745_Gammaproteobacteria
BOTU_1746,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,unidentified,BOTU_1746_Chitinophagaceae
BOTU_1747,Bacteria,Acidobacteria,unidentified,unidentified,unidentified,unidentified,BOTU_1747_Acidobacteria
BOTU_1748,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,unidentified,unidentified,BOTU_1748_Gaiellales
BOTU_1749,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1749_Bacteria
BOTU_175,Bacteria,Proteobacteria,Betaproteobacteria,unidentified,unidentified,unidentified,BOTU_175_Betaproteobacteria
BOTU_1750,Bacteria,Acidobacteria,Acidobacteria_Gp6,unidentified,unidentified,Gp6,BOTU_1750_Acidobacteria_Gp6
BOTU_1751,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1751_Bacteria
BOTU_1752,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1752_Bacteria
BOTU_1753,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1753_Bacteria
BOTU_1754,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1754_Bacteria
BOTU_1755,Bacteria,Acidobacteria,Acidobacteria_Gp1,unidentified,unidentified,unidentified,BOTU_1755_Acidobacteria_Gp1
BOTU_1756,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1756_Bacteria
BOTU_1757,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,unidentified,unidentified,BOTU_1757_Pirellulales
BOTU_1758,Bacteria,candidate_division_WPS-1,unidentified,unidentified,unidentified,WPS-1_genera_incertae_sedis,BOTU_1758_candidate_division_WPS-1
BOTU_1759,Bacteria,Acidobacteria,Acidobacteria_Gp3,unidentified,unidentified,unidentified,BOTU_1759_Acidobacteria_Gp3
BOTU_176,Bacteria,Acidobacteria,Acidobacteria_Gp6,unidentified,unidentified,Gp6,BOTU_176_Acidobacteria_Gp6
BOTU_1760,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1760_Bacteria
BOTU_1761,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1761_Bacteria
BOTU_1762,Bacteria,Bacteroidetes,unidentified,unidentified,unidentified,unidentified,BOTU_1762_Bacteroidetes
BOTU_1763,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1763_Bacteria
BOTU_1764,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Gemmataceae,Fimbriiglobus,BOTU_1764_Fimbriiglobus
BOTU_1765,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Hamadaea,BOTU_1765_Hamadaea
BOTU_1766,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus,BOTU_1766_Opitutus
BOTU_1767,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,unidentified,Chloroplast,Chlorophyta,BOTU_1767_Chloroplast
BOTU_1768,Bacteria,Actinobacteria,Thermoleophilia,unidentified,unidentified,unidentified,BOTU_1768_Thermoleophilia
BOTU_1769,Bacteria,Chloroflexi,unidentified,unidentified,unidentified,unidentified,BOTU_1769_Chloroflexi
BOTU_177,Bacteria,Acidobacteria,Acidobacteria_Gp3,unidentified,unidentified,Gp3,BOTU_177_Acidobacteria_Gp3
BOTU_1770,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1770_Bacteria
BOTU_1771,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Gemmataceae,Gemmata,BOTU_1771_Gemmata
BOTU_1772,Bacteria,candidate_division_WPS-1,unidentified,unidentified,unidentified,unidentified,BOTU_1772_candidate_division_WPS-1
BOTU_1773,Bacteria,Actinobacteria,unidentified,unidentified,unidentified,unidentified,BOTU_1773_Actinobacteria
BOTU_1774,Bacteria,Planctomycetes,unidentified,unidentified,unidentified,unidentified,BOTU_1774_Planctomycetes
BOTU_1775,Bacteria,Actinobacteria,Actinobacteria,unidentified,unidentified,unidentified,BOTU_1775_Actinobacteria
BOTU_1776,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1776_Bacteria
BOTU_1777,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1777_Bacteria
BOTU_1778,Bacteria,Armatimonadetes,unidentified,unidentified,unidentified,Armatimonadetes_gp4,BOTU_1778_Armatimonadetes
BOTU_1779,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,unidentified,unidentified,BOTU_1779_Cytophagales
BOTU_178,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_178_Bacteria
BOTU_1780,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Luteolibacter,BOTU_1780_Luteolibacter
BOTU_1781,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1781_Bacteria
BOTU_1782,Bacteria,Verrucomicrobia,Subdivision3,unidentified,unidentified,Subdivision3_genera_incertae_sedis,BOTU_1782_Subdivision3
BOTU_1783,Bacteria,Actinobacteria,Thermoleophilia,unidentified,unidentified,unidentified,BOTU_1783_Thermoleophilia
BOTU_1784,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,BOTU_1784_Streptomyces
BOTU_1785,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,unidentified,unidentified,BOTU_1785_Xanthomonadales
BOTU_1786,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1786_Bacteria
BOTU_1787,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1787_Bacteria
BOTU_1788,Bacteria,Planctomycetes,Phycisphaerae,unidentified,unidentified,unidentified,BOTU_1788_Phycisphaerae
BOTU_1789,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Fibrella,BOTU_1789_Fibrella
BOTU_179,Bacteria,Acidobacteria,Acidobacteria_Gp6,unidentified,unidentified,Gp6,BOTU_179_Acidobacteria_Gp6
BOTU_1790,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,unidentified,BOTU_1790_Gemmatimonadaceae
BOTU_1791,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,unidentified,BOTU_1791_Chitinophagaceae
BOTU_1792,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1792_Bacteria
BOTU_1793,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1793_Bacteria
BOTU_1794,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,unidentified,unidentified,BOTU_1794_Myxococcales
BOTU_1795,Bacteria,Acidobacteria,Acidobacteria_Gp1,unidentified,unidentified,unidentified,BOTU_1795_Acidobacteria_Gp1
BOTU_1796,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1796_Bacteria
BOTU_1797,Bacteria,Chloroflexi,Chloroflexia,Herpetosiphonales,Herpetosiphonaceae,Herpetosiphon,BOTU_1797_Herpetosiphon
BOTU_1798,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1798_Bacteria
BOTU_1799,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,BOTU_1799_Hyphomicrobium
BOTU_18,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,unidentified,BOTU_18_Bradyrhizobiaceae
BOTU_180,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,unidentified,unidentified,BOTU_180_Streptosporangiales
BOTU_1800,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1800_Bacteria
BOTU_1801,Bacteria,candidate_division_WPS-1,unidentified,unidentified,unidentified,WPS-1_genera_incertae_sedis,BOTU_1801_candidate_division_WPS-1
BOTU_1802,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Geminicoccaceae,unidentified,BOTU_1802_Geminicoccaceae
